Random
K,MSE,MAE,WTime,CTime,k,MaxIter,Iter,GMode,LMode,Seeding,InitWTime,InitCTime,IterWTime,IterCTime,TotWTime,TotCTime
9000,0.240109,0.476339,2454.95,10969.61,9000,10,10,0.30,0.30,1,1754.78,10292.57,70.02,67.70,2454.96,10969.61
9999,0.237654,0.473812,2718.25,12177.83,10000,10,10,0.30,0.30,1,1952.68,11438.01,76.56,73.98,2718.25,12177.83

K-Means||
K,MSE,MAE,WTime,CTime,k,MaxIter,Iter,GMode,LMode,Seeding,InitWTime,InitCTime,IterWTime,IterCTime,TotWTime,TotCTime
1000,0.295386,0.529819,146.86,154.27,1000,10,10,0.30,0.30,2,70.17,70.35,7.67,8.39,146.86,154.28
2000,0.276506,0.512342,281.70,289.45,2000,10,10,0.30,0.30,2,145.90,149.85,13.58,13.96,281.70,289.45
3000,0.265927,0.501903,442.99,471.57,3000,10,10,0.30,0.30,2,233.04,260.80,21.00,21.08,442.99,471.57
4000,0.258728,0.494850,601.72,649.08,4000,10,10,0.30,0.30,2,323.45,372.16,27.83,27.69,601.72,649.08
5000,0.253341,0.489378,847.57,910.62,5000,10,10,0.30,0.30,2,479.43,549.62,36.81,36.10,847.58,910.63
6000,0.248531,0.484660,1110.51,1194.56,6000,10,10,0.30,0.30,2,657.60,752.47,45.29,44.21,1110.51,1194.56
6998,0.244790,0.480949,1379.02,1518.40,7000,10,10,0.30,0.30,2,844.33,997.82,53.47,52.06,1379.02,1518.40
8000,0.241534,0.477444,1598.07,1777.48,8000,10,10,0.30,0.30,2,988.13,1185.32,60.99,59.22,1598.07,1777.48
9000,0.238656,0.474514,1871.73,2068.50,9000,10,10,0.30,0.30,2,1161.43,1378.55,71.03,69.00,1871.74,2068.51
10000,0.235963,0.471814,2096.50,2335.89,10000,10,10,0.30,0.30,2,1321.31,1583.94,77.52,75.20,2096.50,2335.90

SILK
K,MSE,MAE,WTime,CTime,k,MaxIter,Iter,GMode,LMode,Seeding,InitWTime,InitCTime,IterWTime,IterCTime,TotWTime,TotCTime
1000,0.295534,0.529446,99.97,106.03,1000,10,7,0.30,0.30,3,49.66,50.32,7.18,7.95,121.44,129.77
2000,0.278408,0.512665,188.61,195.86,2000,10,8,0.30,0.30,3,81.91,86.12,13.37,13.74,215.58,223.51
3000,0.267408,0.502443,322.42,334.30,3000,10,10,0.30,0.30,3,119.09,130.45,20.33,20.39,322.43,334.30
4000,0.261134,0.495889,390.58,405.19,4000,10,10,0.30,0.30,3,119.87,136.88,27.07,26.83,390.59,405.19
4999,0.255280,0.490314,543.92,562.45,5000,10,10,0.30,0.30,3,181.22,209.60,36.27,35.29,543.93,562.45
6000,0.251854,0.486272,624.61,650.90,6000,10,10,0.30,0.30,3,180.90,220.93,44.37,43.00,624.61,650.90
7000,0.247627,0.482285,744.92,777.10,7000,10,10,0.30,0.30,3,219.20,269.14,52.57,50.80,744.92,777.10
8000,0.244252,0.478862,843.75,891.41,8000,10,10,0.30,0.30,3,238.76,305.48,60.50,58.59,843.75,891.41
8998,0.241088,0.475762,1051.83,1133.49,9000,10,10,0.30,0.30,3,360.60,464.35,69.12,66.91,1051.84,1133.50
9999,0.239305,0.473602,1157.86,1257.73,10000,10,10,0.30,0.30,3,386.20,510.50,77.17,74.72,1157.86,1257.74


SILK (old, for sigmod 2023 submission)
K,MSE,MAE,WTime,CTime,k,MaxIter,Iter,GMode,LMode,Seeding,InitWTime,InitCTime,IterWTime,IterCTime,TotWTime,TotCTime
1000,0.294717,0.529431,142.42,149.98,1000,10,9,0.30,0.30,3,77.46,78.40,7.22,7.95,149.62,157.91
2000,0.276520,0.511809,235.83,246.51,2000,10,10,0.30,0.30,3,108.83,115.94,12.70,13.06,235.83,246.51
3000,0.266082,0.501669,360.50,376.05,3000,10,10,0.30,0.30,3,162.21,177.59,19.83,19.85,360.50,376.05
4000,0.258764,0.494182,461.97,483.82,4000,10,10,0.30,0.30,3,197.16,222.03,26.48,26.18,461.97,483.82
5000,0.253477,0.488822,592.13,621.51,5000,10,10,0.30,0.30,3,239.14,279.12,35.30,34.24,592.13,621.51
6000,0.249461,0.484760,697.43,735.26,6000,10,10,0.30,0.30,3,259.72,314.78,43.77,42.05,697.43,735.26
6999,0.245974,0.481059,846.56,906.41,7000,10,10,0.30,0.30,3,333.75,412.64,51.28,49.38,846.56,906.41
8000,0.243379,0.478151,955.80,1033.13,8000,10,10,0.30,0.30,3,360.40,458.43,59.54,57.47,955.80,1033.13
9000,0.240844,0.475392,1092.64,1200.51,9000,10,10,0.30,0.30,3,411.53,541.79,68.11,65.87,1092.64,1200.51
9998,0.238297,0.472748,1294.65,1434.03,10000,10,10,0.30,0.30,3,525.44,689.35,76.92,74.47,1294.65,1434.03

1000,0.294717,0.529431,142.42,149.98,1000,10,9,0.30,0.30,3,77.46,78.40,7.22,7.95,149.62,157.91
1000,0.294616,0.528935,155.10,163.51,1000,10,10,0.30,0.30,3,84.47,85.57,7.06,7.79,155.10,163.51
1000,0.295530,0.529836,130.24,138.44,1000,10,9,0.30,0.30,3,65.70,67.07,7.17,7.93,137.40,146.35
1000,0.295450,0.529492,131.39,138.75,1000,10,8,0.30,0.30,3,73.87,75.18,7.19,7.94,145.75,154.59
1000,0.295645,0.530123,148.63,156.51,1000,10,9,0.30,0.30,3,85.16,86.39,7.06,7.79,155.72,164.34
1000,0.295619,0.529421,136.98,145.37,1000,10,9,0.30,0.30,3,77.48,79.12,6.61,7.36,143.59,152.70

2000,0.276979,0.511963,219.01,228.68,2000,10,10,0.30,0.30,3,92.01,98.03,12.70,13.07,219.01,228.68
2000,0.276936,0.512040,231.67,242.16,2000,10,10,0.30,0.30,3,105.83,112.42,12.58,12.97,231.67,242.16
2000,0.276520,0.511809,235.83,246.51,2000,10,10,0.30,0.30,3,108.83,115.94,12.70,13.06,235.83,246.51
1999,0.277039,0.512140,240.14,250.99,2000,10,10,0.30,0.30,3,112.53,119.80,12.76,13.12,240.14,250.99
2000,0.277365,0.512196,263.74,274.68,2000,10,10,0.30,0.30,3,135.62,142.78,12.81,13.19,263.74,274.68
2000,0.278466,0.512870,225.63,235.49,2000,10,9,0.30,0.30,3,110.83,117.57,12.75,13.09,238.29,248.51
2000,0.276739,0.511837,226.93,237.98,2000,10,9,0.30,0.30,3,112.84,120.42,12.67,13.05,239.51,250.93

3000,0.266082,0.501669,360.50,376.05,3000,10,10,0.30,0.30,3,162.21,177.59,19.83,19.85,360.50,376.05
3000,0.267211,0.502042,344.43,359.54,3000,10,9,0.30,0.30,3,164.86,180.27,19.96,19.92,364.48,379.49
3000,0.266260,0.501509,368.70,383.29,3000,10,10,0.30,0.30,3,169.30,185.19,19.94,19.81,368.70,383.29
3000,0.266592,0.501926,355.20,371.98,3000,10,10,0.30,0.30,3,155.01,171.95,20.02,20.00,355.20,371.98
3000,0.267002,0.502141,372.21,391.06,3000,10,10,0.30,0.30,3,170.15,187.20,20.21,20.39,372.21,391.06

4000,0.258764,0.494182,461.97,483.82,4000,10,10,0.30,0.30,3,197.16,222.03,26.48,26.18,461.97,483.82
4000,0.259763,0.494787,463.11,485.35,4000,10,10,0.30,0.30,3,200.35,226.49,26.28,25.89,463.11,485.35
4000,0.259182,0.494617,433.89,458.14,4000,10,9,0.30,0.30,3,198.47,225.13,26.17,25.89,460.18,484.02
4000,0.259777,0.494790,445.99,469.30,4000,10,10,0.30,0.30,3,179.39,206.73,26.66,26.26,445.99,469.30
4000,0.259589,0.494762,476.40,501.72,4000,10,10,0.30,0.30,3,211.37,240.04,26.50,26.17,476.40,501.72

5000,0.253477,0.488822,592.13,621.51,5000,10,10,0.30,0.30,3,239.14,279.12,35.30,34.24,592.13,621.51
5000,0.254193,0.489266,575.89,604.93,5000,10,10,0.30,0.30,3,222.80,263.06,35.31,34.19,575.89,604.93
5000,0.254001,0.489250,596.98,627.54,5000,10,10,0.30,0.30,3,242.69,284.60,35.43,34.29,596.98,627.54
5000,0.255035,0.489707,585.78,616.06,5000,10,10,0.30,0.30,3,226.96,268.77,35.88,34.73,585.78,616.06
5000,0.254266,0.489295,593.96,627.09,5000,10,10,0.30,0.30,3,234.39,278.70,35.96,34.84,593.96,627.09

6000,0.249461,0.484760,697.43,735.26,6000,10,10,0.30,0.30,3,259.72,314.78,43.77,42.05,697.43,735.26
6000,0.250083,0.485098,703.06,740.51,6000,10,10,0.30,0.30,3,264.68,320.33,43.84,42.02,703.06,740.51
6000,0.250794,0.485355,712.36,752.22,6000,10,10,0.30,0.30,3,273.84,330.83,43.85,42.14,712.36,752.22
5999,0.249566,0.484726,720.55,763.50,6000,10,10,0.30,0.30,3,286.98,346.57,43.36,41.69,720.55,763.50
5999,0.250864,0.485356,698.97,742.50,6000,10,10,0.30,0.30,3,261.85,322.67,43.71,41.98,698.97,742.50

6999,0.248136,0.482208,813.43,868.73,7000,10,10,0.30,0.30,3,290.51,363.88,52.29,50.48,813.43,868.73
6998,0.246724,0.481512,819.79,877.85,7000,10,10,0.30,0.30,3,301.29,375.50,51.85,50.23,819.80,877.85
6999,0.245974,0.481059,846.56,906.41,7000,10,10,0.30,0.30,3,333.75,412.64,51.28,49.38,846.56,906.41
6999,0.247111,0.481556,839.91,904.14,7000,10,10,0.30,0.30,3,319.28,399.63,52.06,50.45,839.91,904.14

8000,0.243379,0.478151,955.80,1033.13,8000,10,10,0.30,0.30,3,360.40,458.43,59.54,57.47,955.80,1033.13
8000,0.243664,0.478256,942.52,1025.20,8000,10,10,0.30,0.30,3,342.09,444.57,60.04,58.06,942.52,1025.20
7999,0.244073,0.478437,957.21,1042.71,8000,10,10,0.30,0.30,3,360.83,464.90,59.64,57.78,957.21,1042.71

9000,0.240844,0.475392,1092.64,1200.51,9000,10,10,0.30,0.30,3,411.53,541.79,68.11,65.87,1092.64,1200.51

9998,0.238297,0.472748,1294.65,1434.03,10000,10,10,0.30,0.30,3,525.44,689.35,76.92,74.47,1294.65,1434.03
